,bath,balcony,price
3217,4.0,1.0,95.0
3218,2.0,1.0,90.87
3219,2.0,0.0,97.16
3220,4.0,3.0,342.0
3221,3.0,2.0,63.0
3222,2.0,1.0,87.0
3223,6.0,,245.0
3224,1.0,1.0,55.0
3225,2.0,,55.0
3226,2.0,1.0,22.8
3227,2.0,1.0,200.0
3228,5.0,1.0,140.0
3229,3.0,2.0,60.0
3230,2.0,1.0,33.45
3231,3.0,2.0,360.0
3232,4.0,2.0,125.0
3233,2.0,1.0,69.0
3234,2.0,1.0,56.32
3235,5.0,,250.0
3236,2.0,1.0,46.13
3237,3.0,1.0,130.0
3238,1.0,1.0,35.0
3239,2.0,1.0,105.0
3240,2.0,2.0,66.5
3241,4.0,1.0,275.0
3242,3.0,2.0,108.0
3243,2.0,1.0,41.75
3244,3.0,0.0,200.0
3245,2.0,2.0,79.0
3246,4.0,1.0,75.0
3247,2.0,1.0,45.0
3248,3.0,2.0,90.0
3249,3.0,1.0,180.0
3250,3.0,2.0,88.0
3251,3.0,2.0,115.0
3252,3.0,1.0,65.0
3253,2.0,1.0,48.0
3254,2.0,1.0,60.0
3255,2.0,2.0,50.0
3256,2.0,2.0,115.0
3257,2.0,1.0,46.0
3258,2.0,0.0,66.0
3259,2.0,1.0,50.0
3260,2.0,1.0,102.0
3261,2.0,1.0,23.0
3262,4.0,3.0,380.0
3263,2.0,2.0,70.0
3264,3.0,0.0,146.0
3265,2.0,2.0,77.5
3266,2.0,1.0,39.5
3267,2.0,2.0,55.0
3268,2.0,2.0,41.0
3269,2.0,1.0,36.0
3270,2.0,2.0,49.5
3271,2.0,1.0,59.8
3272,2.0,2.0,60.0
3273,2.0,1.0,48.0
3274,2.0,0.0,35.0
3275,2.0,2.0,90.0
3276,2.0,1.0,103.0
3277,2.0,2.0,58.86
3278,1.0,1.0,30.0
3279,3.0,2.0,174.0
3280,2.0,2.0,46.0
3281,3.0,2.0,150.0
3282,5.0,2.0,125.0
3283,2.0,2.0,65.0
3284,2.0,2.0,65.0
3285,4.0,2.0,378.0
3286,4.0,2.0,130.0
3287,2.0,1.0,37.46
3288,3.0,2.0,70.0
3289,3.0,2.0,139.0
3290,4.0,,153.0
3291,6.0,,375.0
3292,2.0,2.0,46.0
3293,4.0,1.0,450.0
3294,2.0,2.0,56.0
3295,3.0,2.0,130.0
3296,2.0,1.0,82.0
3297,4.0,2.0,110.0
3298,2.0,0.0,55.0
3299,2.0,1.0,35.0
3300,4.0,3.0,95.0
3301,2.0,1.0,53.0
3302,3.0,1.0,317.0
3303,3.0,2.0,58.0
3304,2.0,3.0,46.0
3305,2.0,2.0,52.0
3306,3.0,1.0,55.0
3307,2.0,2.0,75.0
3308,2.0,2.0,105.0
3309,2.0,2.0,68.0
3310,2.0,1.0,56.8
3311,2.0,1.0,55.0
3312,2.0,2.0,61.0
3313,2.0,0.0,145.0
3314,2.0,2.0,46.37
3315,3.0,2.0,200.0
3316,3.0,2.0,76.3
3317,8.0,0.0,200.0
3318,3.0,2.0,89.75
3319,3.0,2.0,65.0
3320,3.0,1.0,50.5
3321,2.0,2.0,73.0
3322,2.0,3.0,25.0
3323,2.0,1.0,98.0
3324,2.0,1.0,33.66
3325,3.0,3.0,93.94
3326,2.0,1.0,60.0
3327,2.0,1.0,30.75
3328,2.0,1.0,120.0
3329,2.0,2.0,120.0
3330,3.0,3.0,123.0
3331,2.0,2.0,24.0
3332,3.0,2.0,110.0
3333,2.0,1.0,60.0
3334,2.0,1.0,65.0
3335,2.0,0.0,90.0
3336,1.0,1.0,46.08
3337,2.0,2.0,70.0
3338,3.0,1.0,83.87
3339,3.0,2.0,300.0
3340,3.0,1.0,75.55
3341,2.0,1.0,60.0
3342,3.0,0.0,50.0
3343,4.0,,260.0
3344,2.0,2.0,75.0
3345,3.0,1.0,71.8
3346,3.0,,285.0
3347,3.0,2.0,53.0
3348,2.0,0.0,53.0
3349,3.0,2.0,200.0
3350,2.0,1.0,68.38
3351,2.0,2.0,32.0
3352,2.0,3.0,73.0
3353,2.0,2.0,52.8
3354,5.0,,385.0
3355,2.0,1.0,46.0
3356,6.0,0.0,125.5
3357,4.0,3.0,325.0
3358,2.0,3.0,125.0
3359,2.0,2.0,64.0
3360,2.0,1.0,78.0
3361,2.0,2.0,75.0
3362,2.0,1.0,60.0
3363,2.0,0.0,50.0
3364,1.0,0.0,32.79
3365,3.0,2.0,75.0
3366,3.0,2.0,115.0
3367,5.0,3.0,210.0
3368,1.0,1.0,28.29
3369,2.0,0.0,83.0
3370,,,66.4
3371,2.0,1.0,32.49
3372,2.0,2.0,65.0
3373,2.0,1.0,58.0
3374,2.0,1.0,41.43
3375,2.0,1.0,150.0
3376,1.0,1.0,21.0
3377,5.0,,90.0
3378,2.0,2.0,55.9
3379,16.0,,490.0
3380,3.0,2.0,78.0
3381,2.0,1.0,35.0
3382,3.0,2.0,140.0
3383,3.0,2.0,115.0
3384,2.0,2.0,65.0
3385,3.0,1.0,220.0
3386,2.0,3.0,64.31
3387,4.0,3.0,205.0
3388,5.0,,50.0
3389,2.0,1.0,75.0
3390,2.0,1.0,67.0
3391,2.0,3.0,41.0
3392,2.0,1.0,49.0
3393,2.0,2.0,30.0
3394,3.0,0.0,95.0
3395,5.0,1.0,150.0
3396,2.0,3.0,89.06
3397,7.0,,170.0
3398,3.0,3.0,123.0
3399,2.0,1.0,61.25
3400,3.0,1.0,50.0
3401,2.0,1.0,73.0
3402,2.0,3.0,37.0
3403,3.0,2.0,141.0
3404,1.0,1.0,26.0
3405,2.0,2.0,48.51
3406,3.0,2.0,45.0
3407,2.0,3.0,65.0
3408,3.0,2.0,68.0
3409,3.0,2.0,199.0
3410,2.0,,40.0
3411,2.0,2.0,90.0
3412,2.0,1.0,90.0
3413,5.0,2.0,120.0
3414,4.0,3.0,220.0
3415,3.0,2.0,131.0
3416,2.0,3.0,40.0
3417,2.0,2.0,27.0
3418,4.0,1.0,128.0
3419,2.0,0.0,225.0
3420,2.0,2.0,62.0
3421,2.0,1.0,36.0
3422,2.0,2.0,43.0
3423,3.0,2.0,72.0
3424,4.0,1.0,121.0
3425,5.0,,720.0
3426,2.0,1.0,59.6
3427,4.0,0.0,99.0
3428,2.0,2.0,57.0
3429,2.0,2.0,63.0
3430,4.0,3.0,230.0
3431,2.0,2.0,44.0
3432,2.0,2.0,39.0
3433,3.0,1.0,95.0
3434,2.0,2.0,100.0
3435,1.0,1.0,36.85
3436,2.0,1.0,58.0
3437,7.0,2.0,63.0
3438,3.0,3.0,160.0
3439,2.0,0.0,79.0
3440,4.0,1.0,750.0
3441,3.0,,270.0
3442,5.0,3.0,100.0
3443,2.0,2.0,65.0
3444,2.0,2.0,61.74
3445,3.0,2.0,145.0
3446,3.0,2.0,94.0
3447,3.0,2.0,286.0
3448,3.0,3.0,71.0
3449,2.0,3.0,80.0
3450,4.0,1.0,140.0
3451,3.0,,250.0
3452,2.0,2.0,48.0
3453,1.0,1.0,20.0
3454,2.0,,120.0
3455,2.0,1.0,43.92
3456,3.0,1.0,115.0
3457,3.0,3.0,400.0
3458,3.0,2.0,86.91
3459,3.0,1.0,380.0
3460,5.0,2.0,600.0
3461,2.0,0.0,68.0
3462,2.0,1.0,87.01
3463,3.0,2.0,116.0
3464,1.0,1.0,35.0
3465,2.0,1.0,50.53
3466,6.0,0.0,130.0
3467,3.0,2.0,85.0
3468,2.0,0.0,49.475
3469,4.0,2.0,110.0
3470,2.0,2.0,150.0
3471,2.0,2.0,53.0
3472,3.0,,150.0
3473,2.0,1.0,33.0
3474,2.0,2.0,48.0
3475,2.0,3.0,74.0
3476,3.0,3.0,75.0
3477,2.0,2.0,56.0
3478,3.0,2.0,130.0
3479,2.0,2.0,55.0
3480,3.0,1.0,180.0
3481,3.0,,157.0
3482,1.0,0.0,160.0
3483,6.0,,275.0
3484,4.0,2.0,260.0
3485,2.0,1.0,44.0
3486,3.0,2.0,225.0
3487,2.0,1.0,29.46
3488,2.0,3.0,55.0
3489,5.0,1.0,158.0
3490,4.0,1.0,180.0
3491,2.0,1.0,47.0
3492,2.0,1.0,34.5
3493,2.0,1.0,115.0
3494,2.0,1.0,84.0
3495,1.0,1.0,62.1
3496,2.0,3.0,50.0
3497,1.0,2.0,36.5
3498,5.0,2.0,155.0
3499,3.0,1.0,103.0
3500,3.0,3.0,77.0
3501,3.0,2.0,70.0
3502,2.0,3.0,45.0
3503,1.0,1.0,40.0
3504,2.0,3.0,42.0
3505,2.0,2.0,57.0
3506,5.0,1.0,185.0
3507,2.0,1.0,52.0
3508,2.0,1.0,54.0
3509,3.0,2.0,149.0
3510,2.0,2.0,41.58
3511,7.0,2.0,225.0
3512,3.0,1.0,98.3
3513,1.0,1.0,41.0
3514,4.0,2.0,290.0
3515,2.0,2.0,60.0
3516,2.0,1.0,216.0
3517,2.0,1.0,58.0
3518,6.0,3.0,475.0
3519,3.0,2.0,89.0
3520,3.0,2.0,132.0
3521,2.0,1.0,125.0
3522,3.0,2.0,110.0
3523,10.0,,105.0
3524,4.0,,450.0
3525,2.0,1.0,130.0
3526,3.0,0.0,95.0
3527,7.0,2.0,350.0
3528,2.0,1.0,175.0
3529,2.0,2.0,38.55
3530,1.0,1.0,30.0
3531,2.0,1.0,98.0
3532,1.0,1.0,162.0
3533,2.0,1.0,81.0
3534,3.0,2.0,130.0
3535,3.0,2.0,75.0
3536,4.0,0.0,62.0
3537,2.0,1.0,54.54
3538,5.0,,220.0
3539,1.0,0.0,650.0
3540,1.0,1.0,60.84
3541,6.0,2.0,360.0
3542,2.0,2.0,48.0
3543,2.0,2.0,79.5
3544,,,93.865
3545,3.0,2.0,85.0
3546,2.0,2.0,31.5
3547,2.0,1.0,48.0
3548,1.0,0.0,70.0
3549,2.0,1.0,35.0
3550,5.0,0.0,290.0
3551,2.0,1.0,66.48
3552,2.0,1.0,39.5
3553,3.0,2.0,93.25
3554,2.0,2.0,48.42
3555,3.0,2.0,425.0
3556,2.0,2.0,110.0
3557,5.0,1.0,385.0
3558,3.0,3.0,100.0
3559,3.0,1.0,55.0
3560,3.0,2.0,54.0
3561,2.0,2.0,40.0
3562,4.0,1.0,150.0
3563,3.0,3.0,85.0
3564,2.0,1.0,44.4
3565,2.0,1.0,43.1
3566,3.0,1.0,77.0
3567,2.0,1.0,38.0
3568,3.0,0.0,270.0
3569,2.0,1.0,65.12
3570,4.0,2.0,139.0
3571,2.0,2.0,53.0
3572,2.0,2.0,65.0
3573,2.0,2.0,85.0
3574,2.0,2.0,55.0
3575,3.0,1.0,150.0
3576,2.0,2.0,22.5
3577,1.0,1.0,17.0
3578,2.0,1.0,46.39
3579,2.0,2.0,50.0
3580,2.0,1.0,85.4
3581,2.0,2.0,57.0
3582,2.0,1.0,68.0
3583,3.0,2.0,104.0
3584,2.0,1.0,60.0
3585,2.0,2.0,28.0
3586,5.0,,210.0
3587,2.0,1.0,76.0
3588,3.0,3.0,190.0
3589,2.0,1.0,31.57
3590,3.0,1.0,121.0
3591,3.0,2.0,91.2
3592,3.0,2.0,73.0
3593,3.0,3.0,49.88
3594,6.0,2.0,170.0
3595,2.0,1.0,100.0
3596,6.0,0.0,180.0
3597,2.0,1.0,85.0
3598,,,175.0
3599,2.0,1.0,40.0
3600,3.0,3.0,108.0
3601,2.0,1.0,40.0
3602,2.0,1.0,61.2
3603,2.0,1.0,42.0
3604,2.0,1.0,82.0
3605,1.0,1.0,62.0
3606,4.0,3.0,220.0
3607,4.0,1.0,148.0
3608,1.0,1.0,42.0
3609,16.0,,550.0
3610,4.0,3.0,110.0
3611,3.0,1.0,190.0
3612,2.0,2.0,80.0
3613,5.0,2.0,225.0
3614,2.0,2.0,28.41
3615,2.0,2.0,64.08
3616,2.0,3.0,42.0
3617,2.0,2.0,75.0
3618,2.0,2.0,70.0
3619,3.0,3.0,65.0
3620,3.0,3.0,149.0
3621,2.0,1.0,65.0
3622,2.0,0.0,148.0
3623,2.0,1.0,63.0
3624,2.0,1.0,129.0
3625,3.0,2.0,150.0
3626,2.0,3.0,88.0
3627,1.0,1.0,25.0
3628,2.0,1.0,42.3
3629,2.0,2.0,55.0
3630,4.0,,120.0
3631,2.0,3.0,52.17
3632,3.0,2.0,59.0
3633,2.0,1.0,94.5
3634,2.0,1.0,85.28
3635,2.0,1.0,68.0
3636,4.0,2.0,255.0
3637,2.0,2.0,56.74
3638,5.0,0.0,275.0
3639,4.0,1.0,130.0
3640,2.0,3.0,85.0
3641,6.0,2.0,210.0
3642,2.0,2.0,55.0
3643,1.0,0.0,30.0
3644,3.0,1.0,67.75
3645,2.0,2.0,89.99
3646,6.0,,675.0
3647,4.0,2.0,145.0
3648,2.0,1.0,28.88
3649,2.0,1.0,45.91
3650,3.0,1.0,160.0
3651,1.0,0.0,175.0
3652,3.0,1.0,83.87
3653,4.0,1.0,270.0
3654,4.0,3.0,300.0
3655,2.0,0.0,30.0
3656,1.0,1.0,42.0
3657,3.0,2.0,39.0
3658,2.0,3.0,100.0
3659,3.0,2.0,58.0
3660,2.0,2.0,68.0
3661,2.0,2.0,47.5
3662,3.0,3.0,395.0
3663,2.0,1.0,89.37
3664,3.0,2.0,85.0
3665,5.0,1.0,550.0
3666,1.0,2.0,65.0
3667,2.0,2.0,43.59
3668,3.0,2.0,70.0
3669,3.0,2.0,225.0
3670,1.0,1.0,30.0
3671,2.0,1.0,75.97
3672,2.0,1.0,75.0
3673,4.0,0.0,700.0
3674,2.0,2.0,37.45
3675,2.0,0.0,28.0
3676,2.0,2.0,70.0
3677,2.0,1.0,45.5
3678,3.0,1.0,130.0
3679,2.0,1.0,34.0
3680,2.0,2.0,25.88
3681,1.0,1.0,22.49
3682,3.0,1.0,62.0
3683,1.0,1.0,35.0
3684,2.0,2.0,42.0
3685,3.0,3.0,95.0
3686,2.0,1.0,47.0
3687,2.0,1.0,122.0
3688,2.0,1.0,51.0
3689,2.0,2.0,100.0
3690,3.0,2.0,96.0
3691,2.0,2.0,79.0
3692,6.0,1.0,220.0
3693,2.0,2.0,43.59
3694,2.0,3.0,160.0
3695,3.0,,95.0
3696,4.0,2.0,160.0
3697,5.0,3.0,800.0
3698,3.0,3.0,91.0
3699,3.0,3.0,52.0
3700,2.0,1.0,63.0
3701,2.0,1.0,70.5
3702,2.0,2.0,70.0
3703,3.0,2.0,155.0
3704,5.0,0.0,250.0
3705,4.0,,125.0
3706,6.0,3.0,600.0
3707,3.0,2.0,151.0
3708,2.0,1.0,55.0
3709,3.0,3.0,100.0
3710,1.0,1.0,17.0
3711,2.0,2.0,50.79
3712,2.0,2.0,48.0
3713,2.0,1.0,80.0
3714,6.0,2.0,280.0
3715,2.0,2.0,52.6
3716,5.0,1.0,450.0
3717,2.0,1.0,39.0
3718,2.0,0.0,97.0
3719,3.0,3.0,139.0
3720,3.0,3.0,80.0
3721,3.0,2.0,79.0
3722,4.0,2.0,140.0
3723,2.0,2.0,40.0
3724,2.0,2.0,49.0
3725,2.0,2.0,40.0
3726,3.0,1.0,120.0
3727,4.0,3.0,260.0
3728,4.0,,108.0
3729,3.0,1.0,120.0
3730,2.0,2.0,65.0
3731,2.0,1.0,49.5
3732,7.0,0.0,73.0
3733,3.0,1.0,120.0
3734,4.0,0.0,125.0
3735,3.0,3.0,102.0
3736,6.0,,280.0
3737,4.0,2.0,245.0
3738,2.0,1.0,59.86
3739,2.0,2.0,54.0
3740,3.0,2.0,76.0
3741,1.0,1.0,13.5
3742,3.0,1.0,53.0
3743,3.0,3.0,200.0
3744,1.0,1.0,46.95
3745,3.0,2.0,160.0
3746,2.0,1.0,80.0
3747,2.0,2.0,55.0
3748,3.0,1.0,94.71
3749,2.0,1.0,40.0
3750,2.0,1.0,34.82
3751,5.0,2.0,157.0
3752,1.0,1.0,92.0
3753,6.0,,150.0
3754,3.0,2.0,90.0
3755,2.0,2.0,73.0
3756,1.0,1.0,23.0
3757,2.0,1.0,167.0
3758,2.0,1.0,38.0
3759,2.0,1.0,40.0
3760,3.0,2.0,105.0
3761,3.0,1.0,86.56
3762,2.0,2.0,135.0
3763,2.0,2.0,49.0
3764,3.0,1.0,140.0
3765,2.0,1.0,31.49
3766,3.0,3.0,82.0
3767,2.0,1.0,68.0
3768,3.0,3.0,63.1
3769,6.0,3.0,205.0
3770,3.0,2.0,150.0
3771,2.0,0.0,57.0
3772,2.0,2.0,56.1
3773,2.0,2.0,45.0
3774,2.0,1.0,43.09
3775,2.0,2.0,37.0
3776,2.0,2.0,58.0
3777,1.0,1.0,45.69
3778,3.0,2.0,285.0
3779,2.0,2.0,75.0
3780,2.0,1.0,55.0
3781,4.0,1.0,180.0
3782,3.0,2.0,72.0
3783,2.0,1.0,59.74
3784,3.0,2.0,133.0
3785,3.0,2.0,265.0
3786,2.0,1.0,77.68
3787,4.0,2.0,110.0
3788,2.0,2.0,50.0
3789,2.0,2.0,46.8
3790,5.0,2.0,120.0
3791,3.0,3.0,51.77
3792,2.0,2.0,107.0
3793,4.0,2.0,300.0
3794,6.0,3.0,160.0
3795,3.0,1.0,115.0
3796,3.0,2.0,120.0
3797,3.0,1.0,52.0
3798,2.0,1.0,57.63
3799,3.0,2.0,129.0
3800,2.0,1.0,76.0
3801,3.0,3.0,66.0
3802,2.0,2.0,49.5
3803,3.0,2.0,126.0
3804,3.0,2.0,139.0
3805,5.0,3.0,120.0
3806,3.0,2.0,288.0
3807,3.0,2.0,54.65
3808,2.0,1.0,92.0
3809,2.0,2.0,65.0
3810,4.0,,324.0
3811,5.0,3.0,300.0
3812,2.0,1.0,42.0
3813,3.0,2.0,100.0
3814,2.0,1.0,43.0
3815,10.0,,180.0
3816,2.0,1.0,75.0
3817,2.0,1.0,35.0
3818,2.0,1.0,160.0
3819,2.0,1.0,48.5
3820,3.0,2.0,155.0
3821,2.0,1.0,46.0
3822,4.0,1.0,160.0
3823,4.0,2.0,120.0
3824,2.0,1.0,40.0
3825,2.0,2.0,43.0
3826,3.0,2.0,40.0
3827,3.0,0.0,62.0
3828,2.0,1.0,75.0
3829,3.0,2.0,165.0
3830,1.0,1.0,52.0
3831,2.0,2.0,62.0
3832,2.0,2.0,51.0
3833,2.0,1.0,69.1
3834,3.0,1.0,74.4
3835,2.0,3.0,60.0
3836,5.0,2.0,85.0
3837,2.0,2.0,34.63
3838,4.0,2.0,260.0
3839,3.0,2.0,104.0
3840,2.0,1.0,90.0
3841,9.0,,166.0
3842,2.0,1.0,78.0
3843,8.0,2.0,110.0
3844,2.0,2.0,85.0
3845,2.0,1.0,78.0
3846,2.0,2.0,52.43
3847,3.0,2.0,82.0
3848,2.0,1.0,35.0
3849,3.0,2.0,95.0
3850,2.0,1.0,62.8
3851,2.0,2.0,80.0
3852,2.0,,90.0
3853,6.0,3.0,150.0
3854,2.0,1.0,49.0
3855,3.0,0.0,80.0
3856,2.0,2.0,44.0
3857,4.0,1.0,600.0
3858,2.0,1.0,60.0
3859,3.0,1.0,57.46
3860,2.0,1.0,79.0
3861,4.0,3.0,191.0
3862,,,226.0
3863,2.0,1.0,50.28
3864,2.0,1.0,37.83
3865,2.0,1.0,79.28
3866,3.0,2.0,400.0
3867,4.0,,500.0
3868,3.0,2.0,135.0
3869,2.0,1.0,45.84
3870,4.0,0.0,330.0
3871,3.0,2.0,140.0
3872,2.0,2.0,33.5
3873,2.0,2.0,39.0
3874,2.0,2.0,80.99
3875,2.0,2.0,29.0
3876,2.0,2.0,59.0
3877,3.0,1.0,135.0
3878,3.0,3.0,175.0
3879,3.0,1.0,87.0
3880,3.0,2.0,97.0
3881,3.0,,334.0
3882,4.0,0.0,110.0
3883,2.0,1.0,49.02
3884,3.0,2.0,72.0
3885,3.0,3.0,165.0
3886,4.0,1.0,760.0
3887,2.0,2.0,40.43
3888,1.0,1.0,15.0
3889,2.0,2.0,39.0
3890,3.0,0.0,57.76
3891,4.0,0.0,100.0
3892,2.0,1.0,46.0
3893,2.0,2.0,55.0
3894,3.0,1.0,68.0
3895,5.0,2.0,160.0
3896,2.0,2.0,74.0
3897,2.0,1.0,42.75
3898,2.0,2.0,55.0
3899,2.0,2.0,60.0
3900,2.0,2.0,41.88
3901,2.0,1.0,45.9
3902,2.0,2.0,65.0
3903,2.0,1.0,70.0
3904,2.0,3.0,39.2
3905,2.0,3.0,43.0
3906,2.0,2.0,52.1
3907,3.0,2.0,86.0
3908,2.0,1.0,130.0
3909,2.0,2.0,72.0
3910,3.0,1.0,103.0
3911,3.0,3.0,72.0
3912,2.0,1.0,39.0
3913,2.0,1.0,40.0
3914,3.0,2.0,83.87
3915,5.0,,300.0
3916,9.0,,345.0
3917,6.0,3.0,70.0
3918,2.0,2.0,168.0
3919,2.0,1.0,35.0
3920,3.0,2.0,149.0
3921,4.0,2.0,405.0
3922,2.0,2.0,41.0
3923,2.0,2.0,46.0
3924,2.0,2.0,39.0
3925,2.0,1.0,45.0
3926,4.0,3.0,390.0
3927,2.0,1.0,52.0
3928,3.0,2.0,127.0
3929,2.0,1.0,38.0
3930,3.0,3.0,150.0
3931,2.0,1.0,45.5
3932,3.0,1.0,135.0
3933,2.0,1.0,32.63
3934,3.0,3.0,64.5
3935,3.0,1.0,98.0
3936,3.0,1.0,350.0
3937,2.0,2.0,55.0
3938,3.0,2.0,112.0
3939,2.0,2.0,103.0
3940,3.0,1.0,125.0
3941,1.0,1.0,40.0
3942,5.0,2.0,95.0
3943,2.0,2.0,32.5
3944,2.0,0.0,50.0
3945,3.0,1.0,62.0
3946,2.0,1.0,26.0
3947,6.0,0.0,143.0
3948,4.0,1.0,226.0
3949,4.0,1.0,225.0
3950,2.0,2.0,68.0
3951,2.0,2.0,44.0
3952,2.0,2.0,74.0
3953,2.0,1.0,100.0
3954,2.0,2.0,72.0
3955,2.0,3.0,38.0
3956,2.0,2.0,42.0
3957,3.0,2.0,75.0
3958,2.0,1.0,44.5
3959,3.0,2.0,77.0
3960,3.0,2.0,71.0
3961,2.0,3.0,85.0
3962,2.0,1.0,50.0
3963,2.0,2.0,50.66
3964,3.0,2.0,68.0
3965,2.0,2.0,65.0
3966,3.0,2.0,130.0
3967,2.0,1.0,50.0
3968,3.0,1.0,93.34
3969,1.0,1.0,32.0
3970,3.0,2.0,83.0
3971,2.0,2.0,60.0
3972,2.0,1.0,55.0
3973,2.0,2.0,52.85
3974,5.0,2.0,230.0
3975,3.0,1.0,46.14
3976,1.0,1.0,19.5
3977,4.0,2.0,600.0
3978,4.0,,250.0
3979,3.0,3.0,60.98
3980,2.0,2.0,41.0
3981,2.0,1.0,44.0
3982,2.0,0.0,70.0
3983,3.0,3.0,39.97
3984,3.0,0.0,51.19
3985,3.0,2.0,195.0
3986,2.0,1.0,160.0
3987,3.0,1.0,35.23
3988,2.0,1.0,80.0
3989,3.0,3.0,155.0
3990,2.0,2.0,70.0
3991,2.0,1.0,60.0
3992,3.0,2.0,160.0
3993,4.0,3.0,315.0
3994,1.0,1.0,39.0
3995,4.0,3.0,240.0
3996,3.0,1.0,300.0
3997,2.0,2.0,30.0
3998,2.0,1.0,120.0
3999,3.0,3.0,70.0
4000,3.0,2.0,95.0
4001,2.0,2.0,55.0
4002,3.0,,90.0
4003,2.0,2.0,97.78
4004,3.0,1.0,55.0
4005,2.0,1.0,36.0
4006,2.0,2.0,48.45
4007,4.0,3.0,173.0
4008,2.0,1.0,33.82
4009,2.0,1.0,50.0
4010,2.0,1.0,58.0
4011,8.0,,150.0
4012,2.0,1.0,56.0
4013,4.0,2.0,145.0
4014,2.0,2.0,49.0
4015,2.0,1.0,44.0
4016,2.0,1.0,60.0
4017,2.0,1.0,65.3
4018,3.0,,77.41
4019,2.0,1.0,85.0
4020,2.0,2.0,43.0
4021,2.0,1.0,75.0
4022,2.0,3.0,45.0
4023,2.0,1.0,86.0
4024,2.0,1.0,70.0
4025,2.0,1.0,59.0
4026,3.0,2.0,162.0
4027,1.0,1.0,75.0
4028,1.0,0.0,24.0
4029,3.0,3.0,80.0
4030,3.0,2.0,120.0
4031,2.0,1.0,52.0
4032,3.0,1.0,42.0
4033,2.0,1.0,50.0
4034,6.0,3.0,500.0
4035,4.0,0.0,145.0
4036,2.0,2.0,50.0
4037,2.0,1.0,100.0
4038,3.0,2.0,83.0
4039,4.0,2.0,195.0
4040,2.0,0.0,75.0
4041,2.0,2.0,50.79
4042,2.0,1.0,53.0
4043,3.0,1.0,160.0
4044,2.0,2.0,44.0
4045,4.0,2.0,320.0
4046,2.0,2.0,70.0
4047,2.0,0.0,90.0
4048,2.0,1.0,40.0
4049,3.0,1.0,95.0
4050,2.0,1.0,85.0
4051,2.0,1.0,82.0
4052,5.0,1.0,150.0
4053,2.0,2.0,56.81
4054,2.0,1.0,69.0
4055,4.0,2.0,86.0
4056,2.0,,45.0
4057,3.0,3.0,98.0
4058,4.0,2.0,525.0
4059,2.0,1.0,70.0
4060,3.0,3.0,185.0
4061,4.0,0.0,100.0
4062,5.0,3.0,155.0
4063,2.0,2.0,36.5
4064,2.0,1.0,49.87
4065,2.0,1.0,40.44
4066,4.0,2.0,150.0
4067,2.0,1.0,77.25
4068,1.0,2.0,65.01
4069,2.0,1.0,48.0
4070,3.0,3.0,61.0
4071,3.0,2.0,115.0
4072,2.0,2.0,55.0
4073,6.0,3.0,370.0
4074,3.0,1.0,120.0
4075,2.0,3.0,97.0
4076,2.0,1.0,98.86
4077,3.0,2.0,140.0
4078,4.0,,284.0
4079,1.0,1.0,14.04
4080,3.0,2.0,160.0
4081,2.0,2.0,75.0
4082,2.0,1.0,65.0
4083,3.0,2.0,93.0
4084,4.0,2.0,125.0
4085,2.0,2.0,70.0
4086,4.0,,120.0
4087,2.0,1.0,47.0
4088,3.0,3.0,60.0
4089,6.0,3.0,65.0
4090,2.0,0.0,35.0
4091,2.0,2.0,50.0
4092,2.0,2.0,51.0
4093,2.0,3.0,79.0
4094,3.0,2.0,55.0
4095,3.0,2.0,90.0
4096,2.0,1.0,59.0
4097,2.0,2.0,60.0
4098,2.0,1.0,52.8
4099,2.0,1.0,75.0
4100,3.0,2.0,117.0
4101,2.0,1.0,45.9
4102,2.0,2.0,82.5
4103,2.0,1.0,61.0
4104,2.0,0.0,70.0
4105,5.0,,80.0
4106,2.0,2.0,45.0
4107,2.0,1.0,65.0
4108,5.0,2.0,100.0
4109,3.0,3.0,70.0
4110,4.0,3.0,220.0
4111,3.0,,140.0
4112,6.0,,240.0
4113,3.0,2.0,10.0
4114,2.0,0.0,150.0
4115,2.0,1.0,58.0
4116,2.0,2.0,48.0
4117,2.0,1.0,45.0
4118,2.0,1.0,60.0
4119,3.0,1.0,115.0
4120,2.0,2.0,42.12
4121,3.0,3.0,250.0
4122,2.0,0.0,48.905
4123,2.0,2.0,51.6
4124,1.0,0.0,163.0
4125,5.0,2.0,205.0
4126,7.0,0.0,410.0
4127,2.0,2.0,100.0
4128,3.0,3.0,100.0
4129,2.0,1.0,75.0
4130,3.0,3.0,95.0
4131,2.0,2.0,53.5
4132,2.0,1.0,88.73
4133,2.0,2.0,115.0
4134,2.0,1.0,65.5
4135,3.0,2.0,93.0
4136,4.0,2.0,159.0
4137,2.0,3.0,59.0
4138,2.0,3.0,114.0
4139,2.0,2.0,225.0
4140,4.0,2.0,147.0
4141,2.0,2.0,36.0
4142,3.0,2.0,145.0
4143,2.0,3.0,56.0
4144,2.0,2.0,63.0
4145,3.0,1.0,180.0
4146,2.0,0.0,59.0
4147,2.0,1.0,75.0
4148,2.0,1.0,46.0
4149,3.0,2.0,47.0
4150,2.0,0.0,40.0
4151,3.0,2.0,69.0
4152,2.0,1.0,59.0
4153,4.0,2.0,196.0
4154,2.0,1.0,80.0
4155,2.0,3.0,45.0
4156,2.0,2.0,135.0
4157,2.0,3.0,78.0
4158,2.0,2.0,75.0
4159,2.0,0.0,60.0
4160,3.0,2.0,85.0
